# Mach number (​),Drag coefficient (​)
0.261486279249148,0.428562413525446
0.259819682271109,0.428154693600695
0.258159403939969,0.427750619821125
0.256505409737027,0.427350152280515
0.25485766625446,0.426953251808668
0.253216141354571,0.426559879994942
0.251580804085432,0.426169999153602
0.249951624877145,0.425784250221759
0.24832856632859,0.425423982541136
0.246711594434052,0.425067008158971
0.245100684561653,0.424713292917823
0.243495813301696,0.424362803300899
0.241896958343426,0.424015506392523
0.240304098464731,0.423671369864389
0.238717213699631,0.423330362000018
0.237136285939822,0.422992451810552
0.23556129854822,0.422657608937922
0.233992236538461,0.422325803679418
0.23242908609043,0.421997006872642
0.230871834465319,0.421671189867025
0.229320469992987,0.421348324511286
0.2277749821935,0.421028383168961
0.226235362337081,0.420711338823064
0.224701603468236,0.420397165068216
0.223173700307285,0.420085836077837
0.221651649257183,0.419777326593203
0.220135447825571,0.419471611795646
0.218625094746428,0.419168667322134
0.217120589865269,0.418868469233549
0.215621934585016,0.418570994094559
0.21412913188007,0.418276218966203
0.212642186548354,0.417984121445118
0.211161105362848,0.417694679681673
0.209685896784781,0.417407872312754
0.208216570943963,0.417123678447655
0.20675313920701,0.416842077575646
0.205295614285458,0.416563049579085
0.203844010415626,0.416286574759747
0.202398343392379,0.416012633836912
0.20095863102295,0.415741208024192
0.199524893139814,0.415478038831301
0.198097144364787,0.415228896338863
0.196675408441528,0.414982141232124
0.195259710784334,0.41473775623152
0.193850079040952,0.414495724516778
0.192446542326464,0.414256029586717
0.191049131431367,0.414018655288035
0.189657879264318,0.413783585882571
0.188272820847805,0.413550806037894
0.18689399365256,0.413320300874166
0.185521437437764,0.4130920559279
0.184155194161659,0.412866057128254
0.1827953080201,0.412642290795031
0.181441825193079,0.412420743589268
0.180094793867763,0.412201402510125
0.178754264383836,0.411984254911666
0.177420289247935,0.411769288498284
0.176092923433075,0.41155649136567
0.174772224409342,0.411345851998053
0.17345825233543,0.411137359290857
0.172151070069976,0.410931002544479
0.170850743237943,0.410726771466891
0.169557340085684,0.4105246561434
0.168270931566387,0.410324647043022
0.166991591185428,0.410126734987923
0.165719395109744,0.409930911164297
0.164454422211523,0.409737167123096
0.163196754193981,0.409545494793409
0.161946475759723,0.409355886501999
0.160703674662055,0.409168334974927
0.159468441912272,0.408982833362612
0.158240871770799,0.40879937523226
0.157021061851092,0.408617954577342
0.155809112976119,0.408438565790689
0.15460512922939,0.408261203667085
0.153409217975249,0.408085863401612
0.152221489884587,0.407912540589162
0.151042059008655,0.407741231231235
0.14987104285774,0.407573228314897
0.14870856056804,0.407417623184981
0.147554735911647,0.407263934587762
0.146409697536885,0.407112158982192
0.145273577947205,0.40696229324562
0.144146513550401,0.40681433467741
0.143028644612581,0.406668280990562
0.141920115268981,0.406524130311357
0.140821073546916,0.406381881181067
0.139731671351091,0.4062415325533
0.138652064530364,0.406103083802315
0.137582412858478,0.405966534720745
0.136522880174379,0.405831885538074
0.135473634322612,0.40569913691403
0.134434847252903,0.405568289952681
0.133406695049986,0.405439346208039
0.13238935789633,0.4053123076818
0.131383020192962,0.405187176841272
0.130387870430038,0.40506395660667
0.129404101187407,0.404942650355282
0.128431909126394,0.40482326192508
0.127471494873433,0.404830745851538
0.126522997665373,0.40510418165986
0.125586622907553,0.405378170607896
0.124662581160563,0.405652551009482
0.123751090691282,0.405927154148587
0.122852373313507,0.406201805368205
0.121966654370392,0.406476324008727
0.121094162512355,0.406750523419831
0.120235129641395,0.407024210937252
0.119389790742484,0.407297187908484
0.118558383702942,0.407569249739781
0.11774114910302,0.40784018597073
0.11693833003516,0.408109780360002
0.116150171847909,0.408377811016604
0.115376921929978,0.408644050540841
0.114618829388329,0.4089082662251
0.113876144741643,0.409170220275954
0.113149119677642,0.409429670040925
0.112438006646693,0.409686368319711
0.111743058554624,0.409940063670385
0.111064528433988,0.410190500752214
0.110402669059846,0.410437420718768
0.109757732513182,0.410680561661504
0.109129969850127,0.410919659046138
0.108519630563543,0.411154446257543
0.107926962178236,0.4113846551274
0.10735220972241,0.411610016539937
0.106795615279572,0.411830261038249
0.106257417455672,0.412045119492872
0.105737850849753,0.412254323798382
0.105237145493175,0.412457607609845
0.104755526318331,0.412654707093105
0.104293212598481,0.412845361709284
0.103850417382335,0.413029315021897
0.103427346997894,0.413206315492745
0.103024200433805,0.41337611734172
0.102641168804549,0.413538481382892
0.102278434792315,0.413693175876393
0.101936172096484,0.413839977379491
0.101614544920515,0.413978671579477
0.101313707436127,0.41410905412925
0.101033803315983,0.414230931442194
0.100774965214661,0.414344121492497
0.100537314343702,0.414448454554149
0.100320960038041,0.414543773917207
0.100125999325618,0.414629936572038
0.09995251661029,0.414707180021614
0.099800583182351,0.414775829843469
0.099670257189691,0.41483481537833
0.099561583213218,0.414884053674721
0.09947459208339,0.414923478088176
0.09940930066834,0.4149530386018
0.099365711777764,0.414972702039104
0.099343814057884,0.414982452223437
