# Mach number (​),Drag coefficient (​)
0.548068421367406,0.553402158887218
0.547968519398682,0.553334290165911
0.547792043886532,0.553214642622339
0.547543073029725,0.55304594627735
0.547266115101773,0.552858423466446
0.546941451043151,0.552638783053036
0.546515631618669,0.552351008878947
0.545878380294246,0.551920980108414
0.544924406924029,0.551278638535937
0.54455510432868,0.551030430156
0.54425836042239,0.55083117207247
0.543993984951028,0.550653786405539
0.543747042231115,0.550488214392173
0.543509441964748,0.550329012863852
0.543275865517222,0.550172609106372
0.543041712001066,0.550015919962122
0.542802126562248,0.549855700473421
0.542551970299061,0.549688524588409
0.542284283376717,0.549509760556301
0.541986592197652,0.549311113785974
0.541635704624513,0.549077178010281
0.54116784787244,0.548765609604651
0.540467704434917,0.548300096980301
0.539419687135982,0.547604958079933
0.539061797834502,0.547368030991066
0.538759270540461,0.547167935210803
0.538482570833573,0.546985067142365
0.538219027192568,0.546811022388663
0.537960816152355,0.546640620804014
0.537701716702536,0.546469753642739
0.537435429611216,0.546294272296682
0.537154011116208,0.546108957877035
0.536846266177888,0.545906470050299
0.536491014061676,0.545672934683256
0.536036704523769,0.545374609821169
0.535356837081874,0.544928859159297
0.534339433457339,0.544263342067554
0.533891092808802,0.543970651148698
0.533543584379399,0.543744031514121
0.533234210527039,0.543542460069066
0.53294295730866,0.543352849409515
0.532658244944792,0.543167641415981
0.532371483872906,0.542981244863716
0.532074289574622,0.542788219066504
0.531755088713538,0.542581072684632
0.531395564629901,0.542347972075884
0.530953581175535,0.542061717869976
0.530292125377679,0.541633957384513
0.529302485444425,0.540995383751715
0.528708520686634,0.540612939324167
0.528314096614831,0.540359313383698
0.527971562024978,0.540139271901275
0.527650873472035,0.539933447528461
0.527336559515341,0.53973188630956
0.527017681444145,0.539527571769046
0.526682259588824,0.539312845446308
0.526311079811362,0.539075452715803
0.525868883722878,0.538792948172527
0.525243811395043,0.53839417937381
0.524308643508004,0.537798825385835
0.523446543566977,0.537251303734641
0.523018577547737,0.536979968790656
0.522647644777893,0.536745043658876
0.522298225470859,0.536523955859532
0.521951141056881,0.53630454874393
0.521591586040223,0.536077471749956
0.521199252101949,0.535829940481029
0.520737206279551,0.535538756884508
0.520100027514759,0.535137788437732
0.519146795826767,0.534539194544642
0.518135713127228,0.533905921233882
0.517684990336908,0.533624164429546
0.517286694057628,0.533375459631237
0.516904447354283,0.533137022261017
0.516515934300805,0.532894922240056
0.516098241561897,0.532634915352525
0.515610854810824,0.5323318863481
0.51494558794809,0.53191888838131
0.513950424192997,0.531302436969733
0.512861793601687,0.530629930302621
0.512381088016732,0.530333582808871
0.511950739767227,0.530068596209924
0.511529126757932,0.529809277609848
0.511087246526065,0.529537800072575
0.510586217249747,0.529230362146466
0.509928492690819,0.528827384002492
0.508944613929855,0.528225865198217
0.507473650819487,0.527329426501186
0.506974764037249,0.527026171798211
0.506507629080768,0.526742573974174
0.506029653864712,0.526452750771863
0.505494180157374,0.526128489446411
0.504796575113741,0.525706722272827
0.503753162870008,0.525077302480104
0.502193530138806,0.52413964239256
0.501656671278142,0.523817752357588
0.501139550114249,0.523508117577916
0.500586858771188,0.523177640174229
0.499914117823597,0.522777899542198
0.498907809385999,0.522200524611758
0.497403678627174,0.521340404464496
0.496754234673604,0.520970090833921
0.496178747706004,0.520642481588454
0.495587178954698,0.520306239094661
0.494884019515338,0.519907255588272
0.493832305489672,0.519311883646058
0.492260579783655,0.518425220398865
0.491549915457545,0.518025519460434
0.490917346077951,0.517670372338101
0.490242658429923,0.517292231334519
0.489364814635796,0.516801233623065
0.488052439301709,0.516069306589247
0.486690559840305,0.515312437344252
0.485978600888003,0.514917840113815
0.485255122444175,0.514517612580078
0.484336549437357,0.514010551093253
0.482963470191705,0.513254867529686
0.481465576406029,0.512433579338669
0.48068777347592,0.512008378708157
0.479850510541365,0.511551635656665
0.478603132380936,0.51087301112656
0.476740317997198,0.509863653970242
0.47582900348854,0.509371638221324
0.47493178164762,0.508888365512656
0.473687428666157,0.508219972679782
0.47182914798425,0.507225810385976
0.470771926491459,0.506662332669299
0.469779876251377,0.506134985074083
0.468322815731587,0.50536288873443
0.466148370953515,0.504216016912371
0.465041935245032,0.503634900103977
0.463657996633515,0.50291035087397
0.461592213586804,0.50183371420725
0.460254416369516,0.501139511943868
0.458847607922777,0.500413172501037
0.456747860847749,0.499334968721082
0.455114842424272,0.498500400366766
0.453470481004855,0.497663526245214
0.451018005226006,0.496421839725264
0.449319989116541,0.495580587177051
0.446787864528387,0.494364019664685
0.444241729159332,0.49314885973601
0.441641168562269,0.491916077011636
0.439059065794581,0.490700322563289
0.436495065827887,0.489501183845129
0.43394889896956,0.488318297503142
0.43142027342227,0.487151298374524
0.428908860174743,0.485999812721592
0.426414356885769,0.484863487507469
0.423936499065002,0.483741994725889
0.421475028974374,0.482635016656327
0.419029651887677,0.481542226129142
0.41660010424192,0.480463316965915
0.414186134584135,0.479397994950507
0.411787511275893,0.478345980800763
0.409403973078696,0.477306988295533
0.407035281330883,0.476280747007087
0.404681203697089,0.475266994866119
0.402341526882253,0.474265483314781
0.400016021960235,0.473275962231188
0.397704424754368,0.472341794671408
0.395406480238377,0.471419151977491
0.393121992859288,0.470507512435187
0.390850764357919,0.469606662057738
0.388592595252011,0.468716390623281
0.386347294672022,0.467836495418781
0.384114679823858,0.466966780820122
0.381894573365347,0.466107057078275
0.379686794925817,0.465257136910663
0.377491168523154,0.464416838272911
0.375307524954942,0.463585985128379
0.373135701970395,0.462764407347725
0.370975538204835,0.461951938277719
0.368826871972565,0.461148414206355
0.366689546497265,0.460353676232326
0.364563411220801,0.459567570622724
0.362448320330533,0.458789948137259
0.360344128046777,0.458020662197387
0.358250689660836,0.457259569201137
0.356167865020264,0.456506529709434
0.354095519421504,0.455761408661388
0.352033521443026,0.455024074492098
0.349981740234818,0.4542947163218
0.347940018594675,0.453608145086223
0.345908205305255,0.452928790984776
0.343886180924893,0.45225653766004
0.341873828875517,0.451591271658516
0.339871033628119,0.450932881765888
0.337877680700897,0.450281258957116
0.335893658423938,0.44963629692031
0.333918858980446,0.448997892328207
0.331953177730076,0.448365944549911
0.329996511206146,0.447740354949821
0.328048756887569,0.447121026771272
0.326109814418566,0.44650786548089
0.32417958620119,0.445900778905382
0.3222579780511,0.44529967738143
0.320344897699172,0.444704654342112
0.318440252180665,0.444117400560183
0.316543950480126,0.443535854436995
0.314655904745908,0.442959933798457
0.312776029914628,0.44238955855889
0.310904243322005,0.441824650556988
0.309040463678227,0.441265133207119
0.307184610832984,0.440710931396029
0.305336605897979,0.440161971489746
0.303496372640067,0.439618181712856
0.301663836954404,0.439079491954281
0.299838926789624,0.438548374037991
0.298021551983868,0.438048336844231
0.296211631256739,0.437553071693612
0.294409096737498,0.437062515350223
0.292613882918926,0.436576606114254
0.290825926518675,0.436095283751233
0.289045165893472,0.435618489304241
0.287271540647101,0.43514616496315
0.285504991185519,0.434678253924336
0.28374545958925,0.434214700599726
0.281992889660277,0.433755450604572
0.280247227063507,0.433300450769083
0.278508418952262,0.432849649016308
0.276776413820053,0.43240299430151
0.275051157490784,0.431960508675297
0.273332594050436,0.431522079097822
0.271620676824277,0.431087646202707
0.269915359793345,0.430657162947196
0.268216598831747,0.430230583358831
0.266524351188819,0.429807862384624
0.264838575391201,0.429388955848416
0.26315923110767,0.428973820400392
